MAC,SSID,Encryption,FirstSeen,Channel,RSSI,Latitude,Longitude,AltitudeMeters,AccuracyMeters,Type
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-85,46.874254,-114.009142,0,290,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-85,46.874254,-114.009142,0,290,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:48,1,-85,46.874254,-114.009142,0,290,WIFI
AC:3B:77:23:42:68,MySpectrumWiFi62-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,6,-87,46.874254,-114.009142,0,290,WIFI
8C:59:73:34:5B:3C,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-94,46.874254,-114.009142,0,290,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-82,46.874254,-114.009142,967.7,290,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-83,46.874254,-114.009142,967.7,290,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:48,1,-83,46.874254,-114.009142,967.7,290,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:48,1,-91,46.874254,-114.009142,967.7,290,WIFI
64:A5:C3:70:82:64,Black Death,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,6,-92,46.874254,-114.009142,967.7,290,WIFI
8C:59:73:34:5B:3C,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-90,46.874254,-114.009142,967.7,290,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-88,46.874254,-114.009142,967.7,290,WIFI
3E:94:ED:CE:5D:67,ORBIMTCONDO,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,9,-90,46.874254,-114.009142,967.7,290,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-93,46.874254,-114.009142,967.7,290,WIFI
FE:EC:DA:97:BE:69,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,11,-85,46.874254,-114.009142,967.7,290,WIFI
FC:EC:DA:97:BE:69,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,11,-85,46.874254,-114.009142,967.7,290,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:48,1,-85,46.874254,-114.009142,967.7,290,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-87,46.874254,-114.009142,967.7,290,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-93,46.874254,-114.009142,967.7,290,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-77,46.874254,-114.009142,967.7,290,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-79,46.874254,-114.009142,967.7,290,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:48,1,-79,46.874254,-114.009142,967.7,290,WIFI
70:F2:20:E1:23:B3,CenturyLink4668,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,6,-91,46.874254,-114.009142,967.7,290,WIFI
70:F2:20:E1:15:F3,CenturyLink4448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,6,-90,46.874254,-114.009142,967.7,290,WIFI
70:F2:20:E1:1F:A3,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,6,-90,46.874254,-114.009142,967.7,290,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:48,1,-88,46.874254,-114.009142,967.7,290,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:56,1,-78,46.874247,-114.009096,969.7,473,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:56,1,-77,46.874247,-114.009096,969.7,473,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:56,1,-78,46.874247,-114.009096,969.7,473,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:56,1,-88,46.874247,-114.009096,969.7,473,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:56,1,-89,46.874247,-114.009096,969.7,473,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:59,1,-89,46.874247,-114.009096,969.7,9999,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:59,1,-89,46.874247,-114.009096,969.7,9999,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:59,1,-86,46.874247,-114.009096,969.7,9999,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:59,1,-86,46.874247,-114.009096,969.7,9999,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:59,1,-86,46.874247,-114.009096,969.7,9999,WIFI
8C:59:73:34:5B:3C,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:59,1,-90,46.874247,-114.009096,969.7,9999,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:36:59,1,-94,46.874247,-114.009096,969.7,9999,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:36:59,1,-87,46.874247,-114.009096,969.7,9999,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-77,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-77,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-77,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-74,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-75,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-75,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-85,46.874294,-114.009135,969.6,291,WIFI
70:F2:20:E1:29:23,CenturyLink4755,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-95,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-85,46.874294,-114.009135,969.6,291,WIFI
AC:3B:77:23:42:68,MySpectrumWiFi62-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-87,46.874294,-114.009135,969.6,291,WIFI
70:F2:20:E1:23:B3,CenturyLink4668,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-87,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-88,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-85,46.874294,-114.009135,969.6,291,WIFI
28:80:A2:05:C5:D3,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,11,-85,46.874294,-114.009135,969.6,291,WIFI
FC:EC:DA:AD:D3:85,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,11,-87,46.874294,-114.009135,969.6,291,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-92,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-69,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-69,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-69,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-87,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-83,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-82,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-87,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-83,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-89,46.874294,-114.009135,969.6,291,WIFI
70:F2:20:E1:23:B3,CenturyLink4668,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-93,46.874294,-114.009135,969.6,291,WIFI
64:A5:C3:70:82:64,Black Death,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-92,46.874294,-114.009135,969.6,291,WIFI
70:F2:20:E1:15:F3,CenturyLink4448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-88,46.874294,-114.009135,969.6,291,WIFI
70:F2:20:E1:21:43,CenturyLink4629,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-92,46.874294,-114.009135,969.6,291,WIFI
00:1C:F0:08:A1:50,Msla Osprey WiFi,[ESS],2021-8-21 18:37:2,1,-91,46.874294,-114.009135,969.6,291,WIFI
3C:37:86:F8:39:34,ORBIMTCONDO,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,9,-90,46.874294,-114.009135,969.6,291,WIFI
3E:94:ED:CE:5D:67,ORBIMTCONDO,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,9,-90,46.874294,-114.009135,969.6,291,WIFI
28:80:A2:05:C5:D3,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,11,-88,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-74,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-74,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-74,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-87,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-88,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-89,46.874294,-114.009135,969.6,291,WIFI
10:DA:43:80:A3:D1,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,5,-91,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-88,46.874294,-114.009135,969.6,291,WIFI
70:F2:20:E1:22:E3,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-89,46.874294,-114.009135,969.6,291,WIFI
AC:3B:77:23:42:68,MySpectrumWiFi62-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-89,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-86,46.874294,-114.009135,969.6,291,WIFI
8C:59:73:34:5B:3C,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-91,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-86,46.874294,-114.009135,969.6,291,WIFI
70:F2:20:E1:29:23,CenturyLink4755,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-93,46.874294,-114.009135,969.6,291,WIFI
28:80:A2:05:C5:D3,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,11,-87,46.874294,-114.009135,969.6,291,WIFI
0E:EC:DA:AD:D3:85,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,11,-87,46.874294,-114.009135,969.6,291,WIFI
90:72:40:10:1B:CA,Dennis's Wi-Fi Network,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,11,-94,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-73,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-74,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-74,46.874294,-114.009135,969.6,291,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-94,46.874294,-114.009135,969.6,291,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-87,46.874294,-114.009135,969.6,291,WIFI
8C:59:73:34:5B:3C,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-89,46.874294,-114.009135,969.6,291,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:2,1,-86,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,1,-86,46.874294,-114.009135,969.6,291,WIFI
70:F2:20:E1:1F:A3,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,6,-90,46.874294,-114.009135,969.6,291,WIFI
FE:EC:DA:97:BE:69,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:2,11,-89,46.874294,-114.009135,969.6,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,1,-76,46.874303,-114.009097,987.8,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,1,-76,46.874303,-114.009097,987.8,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:16,1,-75,46.874303,-114.009097,987.8,291,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:16,1,-84,46.874303,-114.009097,987.8,291,WIFI
58:90:43:CE:31:0E,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,1,-90,46.874303,-114.009097,987.8,291,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,1,-85,46.874303,-114.009097,987.8,291,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,1,-85,46.874303,-114.009097,987.8,291,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,1,-89,46.874303,-114.009097,987.8,291,WIFI
10:DA:43:80:A3:D1,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,5,-88,46.874303,-114.009097,987.8,291,WIFI
FC:EC:DA:AD:D3:85,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,11,-91,46.874303,-114.009097,987.8,291,WIFI
FE:EC:DA:AD:D3:85,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,11,-92,46.874303,-114.009097,987.8,291,WIFI
0E:EC:DA:AD:D3:85,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:16,11,-93,46.874303,-114.009097,987.8,291,WIFI
FC:EC:DA:97:BE:69,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:16,11,-87,46.874303,-114.009097,987.8,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,1,-71,46.874288,-114.009124,985,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,1,-72,46.874288,-114.009124,985,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:19,1,-71,46.874288,-114.009124,985,291,WIFI
58:90:43:CE:31:0E,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,1,-92,46.874288,-114.009124,985,291,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,1,-82,46.874288,-114.009124,985,291,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,1,-94,46.874288,-114.009124,985,291,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,1,-81,46.874288,-114.009124,985,291,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:19,1,-89,46.874288,-114.009124,985,291,WIFI
10:DA:43:80:A3:D1,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,5,-94,46.874288,-114.009124,985,291,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:19,1,-85,46.874288,-114.009124,985,291,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,1,-89,46.874288,-114.009124,985,291,WIFI
28:80:A2:05:C5:D3,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,11,-92,46.874288,-114.009124,985,291,WIFI
FE:EC:DA:AD:D3:85,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,11,-90,46.874288,-114.009124,985,291,WIFI
FC:EC:DA:AD:D3:85,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,11,-88,46.874288,-114.009124,985,291,WIFI
FC:EC:DA:97:BE:69,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:19,11,-87,46.874288,-114.009124,985,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:22,1,-75,46.87428,-114.009154,975.6,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:22,1,-75,46.87428,-114.009154,975.6,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:22,1,-76,46.87428,-114.009154,975.6,291,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:22,1,-85,46.87428,-114.009154,975.6,291,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:22,1,-85,46.87428,-114.009154,975.6,291,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:22,1,-85,46.87428,-114.009154,975.6,291,WIFI
18:E8:29:14:23:88,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:22,6,-88,46.87428,-114.009154,975.6,291,WIFI
64:A5:C3:70:82:64,Black Death,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:22,6,-94,46.87428,-114.009154,975.6,291,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:22,1,-91,46.87428,-114.009154,975.6,291,WIFI
FE:EC:DA:97:BE:69,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:22,11,-84,46.87428,-114.009154,975.6,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-78,46.874263,-114.009163,975.6,291,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-78,46.874263,-114.009163,975.6,291,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:25,1,-79,46.874263,-114.009163,975.6,291,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-85,46.874263,-114.009163,975.6,291,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-93,46.874263,-114.009163,975.6,291,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-85,46.874263,-114.009163,975.6,291,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:25,1,-86,46.874263,-114.009163,975.6,291,WIFI
28:80:A2:05:C5:D3,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,11,-90,46.874263,-114.009163,975.6,291,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-89,46.874263,-114.009163,975.6,291,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-80,46.874263,-114.009163,970.2,292,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-80,46.874263,-114.009163,970.2,292,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:25,1,-81,46.874263,-114.009163,970.2,292,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],2021-8-21 18:37:25,1,-90,46.874263,-114.009163,970.2,292,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-89,46.874263,-114.009163,970.2,292,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-88,46.874263,-114.009163,970.2,292,WIFI
10:DA:43:80:A3:D1,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,5,-84,46.874263,-114.009163,970.2,292,WIFI
70:F2:20:E1:1F:A3,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,6,-91,46.874263,-114.009163,970.2,292,WIFI
94:A6:7E:C2:AD:17,huntz-net,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,6,-92,46.874263,-114.009163,970.2,292,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-91,46.874263,-114.009163,970.2,292,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2021-8-21 18:37:25,1,-92,46.874263,-114.009163,970.2,292,WIFI
