MAC,SSID,Encryption,Seen,Channel,RSSI,Latitude,Longitude,AltitudeMeters,AccuracyMeters,Type
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:37:58,6,-57,33.680998,-117.603055,437.6,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:9,1,-36,33.679671,-117.603112,422.3,121,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:9,6,-47,33.679671,-117.603112,422.3,121,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:12,1,-25,33.679248,-117.603152,418.6,121,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:15,1,-18,33.678824,-117.603177,416,121,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:15,6,-64,33.678824,-117.603177,416,121,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:15,1,-34,33.678824,-117.603177,416,121,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:15,6,-42,33.678824,-117.603177,416,121,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:18,1,-49,33.678383,-117.603134,416,121,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:18,6,-45,33.678383,-117.603134,416,121,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:18,1,-37,33.678383,-117.603134,416,121,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:18,6,-43,33.678383,-117.603134,416,121,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:26,1,-32,33.677123,-117.602779,402.5,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:26,6,-62,33.677123,-117.602779,402.5,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:29,1,-34,33.676661,-117.602638,399.9,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:29,6,-52,33.676661,-117.602638,399.9,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:32,1,-37,33.676257,-117.60246,397.4,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:32,6,-54,33.676257,-117.60246,397.4,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:35,1,-39,33.675899,-117.602236,397.4,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:35,6,-50,33.675899,-117.602236,397.4,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:35,1,-38,33.675899,-117.602236,397.4,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:35,6,-42,33.675899,-117.602236,397.4,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:35,1,-40,33.675899,-117.602236,397.4,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:35,6,-68,33.675899,-117.602236,397.4,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:35,1,-39,33.675899,-117.602236,397.4,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:35,6,-55,33.675899,-117.602236,397.4,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:46,1,-40,33.674599,-117.60177,384.5,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:46,6,-59,33.674599,-117.60177,384.5,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:49,1,-44,33.674244,-117.601677,380.5,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:49,6,-59,33.674244,-117.601677,380.5,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:52,1,-41,33.673916,-117.601668,380.5,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:52,6,-44,33.673916,-117.601668,380.5,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:52,1,-38,33.673916,-117.601668,378.7,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:52,6,-48,33.673916,-117.601668,378.7,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:55,1,-45,33.673584,-117.601674,378.7,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:55,6,-42,33.673584,-117.601674,378.7,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:38:55,1,-49,33.673584,-117.601674,378.7,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:38:55,6,-45,33.673584,-117.601674,378.7,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:3,1,-37,33.672586,-117.601664,368.9,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:3,6,-47,33.672586,-117.601664,368.9,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:6,1,-41,33.672215,-117.601776,367.7,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:6,6,-44,33.672215,-117.601776,367.7,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:9,1,-51,33.671837,-117.601857,366.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:9,1,-63,33.671837,-117.601857,366.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:9,6,-40,33.671837,-117.601857,366.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:12,1,-47,33.671477,-117.60196,366.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:12,6,-61,33.671477,-117.60196,366.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:12,1,-48,33.671477,-117.60196,366.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:12,6,-46,33.671477,-117.60196,366.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:20,1,-41,33.670604,-117.602358,361.9,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:20,6,-52,33.670604,-117.602358,361.9,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:23,1,-39,33.670248,-117.602402,359.8,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:23,6,-48,33.670248,-117.602402,359.8,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:26,1,-39,33.669924,-117.602325,358.8,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:26,6,-52,33.669924,-117.602325,358.8,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:29,1,-39,33.66964,-117.602099,358.8,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:29,6,-58,33.66964,-117.602099,358.8,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:29,1,-46,33.66964,-117.602099,358.8,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:29,6,-68,33.66964,-117.602099,358.8,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:29,1,-41,33.66964,-117.602099,358.8,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:29,6,-70,33.66964,-117.602099,358.8,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:29,1,-39,33.66964,-117.602099,358.8,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:29,6,-64,33.66964,-117.602099,358.8,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:40,1,-40,33.668328,-117.601712,348.7,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:40,6,-70,33.668328,-117.601712,348.7,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:43,1,-47,33.667946,-117.601658,347.2,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:43,6,-50,33.667946,-117.601658,347.2,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:46,1,-42,33.667577,-117.601598,347.2,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:46,6,-54,33.667577,-117.601598,347.2,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:46,1,-46,33.667577,-117.601598,343.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:46,6,-59,33.667577,-117.601598,343.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:49,1,-51,33.66719,-117.601498,343.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:49,6,-60,33.66719,-117.601498,343.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:49,1,-49,33.66719,-117.601498,343.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:49,6,-45,33.66719,-117.601498,343.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:39:57,1,-42,33.666109,-117.60116,334.4,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:39:57,6,-44,33.666109,-117.60116,334.4,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:0,1,-44,33.66568,-117.601027,332,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:0,6,-46,33.66568,-117.601027,332,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:3,1,-43,33.665253,-117.600848,329.5,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:3,6,-45,33.665253,-117.600848,329.5,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:6,1,-51,33.664848,-117.600724,329.5,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:6,6,-47,33.664848,-117.600724,329.5,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:6,1,-46,33.664848,-117.600724,329.5,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:6,6,-49,33.664848,-117.600724,329.5,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:6,1,-49,33.664848,-117.600724,329.5,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:6,6,-54,33.664848,-117.600724,329.5,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:6,1,-47,33.664848,-117.600724,329.5,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:6,6,-53,33.664848,-117.600724,329.5,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:17,1,-46,33.663455,-117.600708,318.9,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:17,6,-50,33.663455,-117.600708,318.9,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:20,1,-43,33.663074,-117.600727,315.6,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:20,6,-50,33.663074,-117.600727,315.6,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:23,1,-48,33.662698,-117.600678,312.6,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:23,6,-47,33.662698,-117.600678,312.6,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:23,1,-50,33.662698,-117.600678,312.6,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:23,6,-50,33.662698,-117.600678,312.6,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:26,1,-46,33.662322,-117.600656,312.6,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:26,6,-44,33.662322,-117.600656,312.6,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:26,1,-34,33.662322,-117.600656,312.6,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:26,6,-49,33.662322,-117.600656,312.6,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:34,1,-44,33.661306,-117.600959,302,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:34,6,-57,33.661306,-117.600959,302,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:37,1,-44,33.660875,-117.600979,301.5,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:37,6,-46,33.660875,-117.600979,301.5,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:40,1,-46,33.660462,-117.600921,300.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:40,6,-40,33.660462,-117.600921,300.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:43,1,-14,33.660058,-117.600834,300.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:43,6,-42,33.660058,-117.600834,300.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:43,1,-12,33.660058,-117.600834,299.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:43,6,-50,33.660058,-117.600834,299.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:43,1,-11,33.660058,-117.600834,299.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:43,6,-44,33.660058,-117.600834,299.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:43,1,-12,33.660058,-117.600834,299.6,120,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:43,6,-43,33.660058,-117.600834,299.6,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:54,1,-14,33.658601,-117.600705,291.2,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:54,6,-48,33.658601,-117.600705,291.2,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:40:57,1,-13,33.658233,-117.600568,287.4,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:40:57,6,-51,33.658233,-117.600568,287.4,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:0,1,-20,33.657849,-117.60055,283,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:41:0,6,-49,33.657849,-117.60055,283,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:0,1,-43,33.657849,-117.60055,283,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:41:0,6,-49,33.657849,-117.60055,283,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:3,1,-47,33.657404,-117.600543,283,136,WIFI
4E:66:41:9A:81:4B,Hot Bitch Network,WPA2,2021-7-19 14:41:3,6,-44,33.657404,-117.600543,283,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:3,1,-47,33.657404,-117.600543,283,136,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:11,1,-41,33.656284,-117.600616,281.5,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:14,1,-41,33.655892,-117.600659,281.4,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:17,1,-41,33.65549,-117.600538,281.4,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:17,1,-36,33.65549,-117.600538,281.4,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:17,1,-42,33.65549,-117.600538,281.4,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:25,1,-46,33.65448,-117.600476,281.5,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:28,1,-45,33.654101,-117.600567,281.3,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:28,1,-43,33.654101,-117.600567,281.3,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:31,1,-43,33.653733,-117.600565,281.3,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:36,1,-46,33.653224,-117.600139,280.1,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:39,1,-46,33.653035,-117.599749,279.7,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:42,1,-44,33.653009,-117.599323,279.7,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:42,1,-39,33.653009,-117.599323,279.7,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:42,1,-42,33.653009,-117.599323,279.7,120,WIFI
42:37:86:1F:B0:B7,CanyonFeed,WPA2,2021-7-19 14:41:42,7,-92,33.653009,-117.599323,279.7,120,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:50,1,-42,33.653467,-117.598241,277.1,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:53,1,-42,33.65378,-117.597912,276.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:56,1,-43,33.654063,-117.597535,276.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:56,1,-41,33.654063,-117.597535,276.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:41:56,1,-43,33.654063,-117.597535,276.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:4,1,-43,33.654778,-117.59651,281.8,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:7,1,-37,33.655024,-117.596122,281.8,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:7,1,-43,33.655024,-117.596122,282.1,119,WIFI
F0:AB:54:12:38:3A,Denali wifi,WPA2,2021-7-19 14:42:7,6,-91,33.655024,-117.596122,282.1,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:7,1,-53,33.655024,-117.596122,282.1,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:15,1,-40,33.655882,-117.595335,285.3,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:18,1,-40,33.656237,-117.595027,286.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:21,1,-43,33.656587,-117.594668,286.7,119,WIFI
00:17:1A:D4:C8:26,Winegard2ghzD4C825,WPA2,2021-7-19 14:42:21,8,-86,33.656587,-117.594668,286.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:21,1,-43,33.656587,-117.594668,288,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:24,1,-41,33.656929,-117.594295,288,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:29,1,-39,33.657504,-117.593626,290.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:32,1,-45,33.657833,-117.59319,291.5,119,WIFI
AC:86:74:80:B3:F2,CAMP18,WPA,2021-7-19 14:42:32,1,-91,33.657833,-117.59319,291.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:35,1,-39,33.658143,-117.592778,291.5,119,WIFI
AC:86:74:80:B3:F2,CAMP18,WPA,2021-7-19 14:42:35,1,-91,33.658143,-117.592778,291.5,119,WIFI
AC:86:74:80:B4:A2,CAMP18,WPA,2021-7-19 14:42:35,6,-93,33.658143,-117.592778,291.5,119,WIFI
CC:D5:39:E2:41:C0,Guest_Access,NONE,2021-7-19 14:42:35,11,-93,33.658143,-117.592778,291.5,119,WIFI
CC:D5:39:E2:41:C2,Private_OCFA,WPA,2021-7-19 14:42:35,11,-93,33.658143,-117.592778,291.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:38,1,-44,33.658425,-117.592384,292.7,119,WIFI
A0:63:91:BF:AC:4C,NETGEAR66_EXT,WPA2,2021-7-19 14:42:38,4,-95,33.658425,-117.592384,292.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:41,1,-42,33.658683,-117.592005,292.7,119,WIFI
CC:D5:39:27:DF:B0,Guest_Access,NONE,2021-7-19 14:42:41,11,-94,33.658683,-117.592005,292.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:41,1,-36,33.658683,-117.592005,292.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:41,1,-35,33.658683,-117.592005,292.7,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:49,1,-35,33.659268,-117.591178,295.1,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:52,1,-34,33.659473,-117.590884,295.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:52,1,-35,33.659473,-117.590884,295.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:42:55,1,-40,33.659642,-117.590564,295.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:0,1,-41,33.659659,-117.589885,298.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:3,1,-40,33.659638,-117.589433,299.2,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:6,1,-40,33.659558,-117.588998,299.2,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:6,1,-32,33.659558,-117.588998,300.1,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:6,1,-35,33.659558,-117.588998,300.1,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:14,1,-36,33.659558,-117.587934,301.9,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:17,1,-39,33.659594,-117.58756,302.3,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:17,1,-34,33.659594,-117.58756,302.3,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:20,1,-34,33.659534,-117.587201,302.3,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:20,1,-37,33.659534,-117.587201,302.3,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:28,1,-36,33.659306,-117.586276,301.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:31,1,-43,33.65921,-117.585931,301.5,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:31,1,-45,33.65921,-117.585931,302.6,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:31,1,-44,33.65921,-117.585931,302.6,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:39,1,-48,33.658791,-117.585429,306.4,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:42,1,-45,33.658615,-117.585608,308.8,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:42,1,-44,33.658615,-117.585608,308.8,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:45,1,-44,33.65847,-117.58586,308.8,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:45,1,-43,33.65847,-117.58586,308.8,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:53,1,-46,33.657851,-117.586364,321.1,119,WIFI
8E:AA:B5:1C:31:3E,Bingus Headquarters,WPA2,2021-7-19 14:43:56,1,-36,33.657606,-117.58639,321.1,119,WIFI
